label,target_rate,duration,sent,actual_rate,http_failure_rate,ack_p95_ms,ack_p99_ms,ack_max_ms,dropped_iterations,delivered,lost,loss_rate,duplicates,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms
minimal-workflow-cap6-100rps,100,2m,11824,98.41,0.000000,765.25,2173.27,3365.18,176,11758,66,0.005582,0,741455.20,1220253.96,1246974.04
