label,target_rate,duration,sent,actual_rate,http_failure_rate,ack_p95_ms,ack_p99_ms,ack_max_ms,dropped_iterations,delivered,lost,loss_rate,duplicates,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms
cap4-50rps,50,2m,5999,49.88,0.000000,258.48,660.27,1158.88,0,5979,20,0.003334,0,413133.92,665348.19,694805.67
